emp_no,first_name,last_name,salary,title,dept_name
61273,Manohar,Hainaut,73673,Senior Staff,Sales
61292,Badri,Boguraev,53842,Senior Engineer,Customer Service
61295,Mang,Menhardt,51049,Senior Staff,Finance
61301,Nahla,Ghandeharizadeh,59003,Staff,Marketing
61306,Gro,Peot,40000,Senior Engineer,Production
61315,Kwun,Kalloufi,78862,Senior Staff,Sales
61322,Dayanand,Mawatari,40000,Senior Engineer,Production
61340,Lubomir,Waeselynck,57103,Senior Staff,Sales
61347,Aram,Gerteisen,44796,Senior Engineer,Research
61353,Hausi,Conde,63699,Senior Engineer,Production
61362,Ayonca,Pietracaprina,44474,Senior Engineer,Development
61364,Gianluca,Casperson,40000,Senior Engineer,Production
61370,Shahar,Candan,64804,Senior Staff,Research
61371,Akeno,Yetto,40000,Senior Staff,Research
61374,Taegyun,Christ,62550,Senior Engineer,Development
61376,Guttorm,Skrikant,51339,Senior Engineer,Production
61399,Unal,Chinen,65671,Senior Staff,Sales
61415,Aamer,Schwartzbauer,83124,Staff,Finance
61420,Sanjoy,Cunliffe,40000,Senior Engineer,Development
61441,Yongqiao,Jayawardene,51463,Senior Staff,Sales
61444,Geoff,Kaiserswerth,43572,Senior Engineer,Development
61453,Hyuncheol,Vanwelkenhuysen,40000,Senior Engineer,Development
61460,Sanjoy,Rodham,55015,Senior Staff,Research
61465,Sumant,Huttel,44950,Senior Staff,Production
61486,Weiye,Bierman,63776,Senior Staff,Sales
61490,Shigehiro,Dayana,40000,Senior Staff,Human Resources
61511,Maha,Heping,40000,Senior Staff,Production
61515,Mats,Curless,90646,Staff,Sales
61537,Arto,Zuberek,69827,Senior Staff,Finance
61539,Morris,Ghandeharizadeh,84692,Senior Staff,Marketing
61543,Gilbert,Itzigehl,40000,Senior Engineer,Production
61554,Tianruo,Steenbeek,40000,Technique Leader,Development
61568,Uno,Birta,40000,Senior Engineer,Quality Management
61588,Doohun,Byoun,65139,Staff,Sales
61589,Chuanti,Demke,57452,Senior Engineer,Development
61593,Masaru,Cochrane,40000,Senior Engineer,Development
61623,Xiaoqiu,Luce,48792,Senior Engineer,Development
61624,Doowon,Luef,42133,Senior Engineer,Development
61625,Shugo,Rajcani,40000,Senior Engineer,Development
61626,Mohit,Dulay,58800,Senior Staff,Sales
61627,Uma,Beausoleil,42605,Technique Leader,Production
61634,Shigehito,Panwar,65862,Senior Staff,Sales
61644,Toney,Ladret,53693,Senior Staff,Research
61650,Vitaly,Linnainmaa,72738,Senior Engineer,Production
61666,Tesuro,Vasanthakumar,40000,Senior Engineer,Production
61667,Domenico,Hasenauer,77399,Senior Staff,Sales
61673,Krassimir,Krybus,66459,Senior Staff,Marketing
61675,Takahiro,Schwartzburd,40785,Senior Engineer,Development
61676,Valdiodio,Argence,40000,Senior Engineer,Development
61687,Ravishankar,Maraist,40000,Senior Staff,Finance
61706,Stevo,Butner,66713,Senior Engineer,Development
61709,Holgard,Schaft,40000,Senior Staff,Human Resources
61711,Volkmar,Claffy,42237,Senior Engineer,Production
61718,Yakichi,Poujol,40000,Senior Engineer,Development
61722,Oddvar,Wendorf,40000,Senior Engineer,Development
61732,Moie,Gini,40000,Senior Engineer,Production
61738,Martien,Zhiwei,40000,Technique Leader,Research
61751,IEEE,Garrabrants,96278,Senior Staff,Sales
61753,Pantung,Levergood,65136,Senior Engineer,Development
61755,Trygve,Eppinger,48950,Senior Staff,Human Resources
61761,Aamer,Feinberg,45996,Senior Staff,Finance
61776,Stafford,dAstous,64112,Senior Staff,Sales
61780,Zhilian,Billingsley,40000,Senior Engineer,Development
61782,Guadalupe,Piancastelli,49702,Senior Engineer,Quality Management
61788,Frederique,Matzke,60196,Senior Staff,Marketing
61789,Ramachenga,Straney,40000,Senior Staff,Research
61790,Visit,Lindenbaum,55126,Technique Leader,Research
61805,Faiza,Gurbaxani,64921,Senior Staff,Sales
61843,Guenter,Millington,69600,Staff,Sales
61846,Danil,Varley,40000,Senior Engineer,Development
61856,Toney,Luby,59270,Senior Engineer,Production
61859,Xiping,Schwaller,51303,Senior Staff,Production
61862,Tremaine,Dulay,73204,Staff,Human Resources
61864,Hironoby,Kamber,59715,Senior Staff,Marketing
61869,Manu,Hemaspaandra,40000,Senior Engineer,Customer Service
61879,Saniya,Steinauer,43848,Senior Engineer,Development
61897,Jasminko,Kilgour,44484,Senior Engineer,Production
61910,Gay,Bahk,53721,Senior Engineer,Development
61915,Yongmin,Conta,40000,Senior Staff,Human Resources
61920,Ghassan,Albarhamtoshy,50457,Senior Staff,Human Resources
61941,Mohammed,Joslin,74469,Senior Engineer,Development
61943,Gennadi,Tasistro,52318,Senior Engineer,Development
61989,Yaghout,Vesna,65856,Senior Staff,Marketing
61992,Bilhanan,Kitsuregawa,40000,Senior Engineer,Production
61995,Kerryn,Stellhorn,74905,Senior Staff,Human Resources
61997,Maja,Yurek,48101,Senior Engineer,Development
61998,Ute,Lunn,56959,Senior Staff,Finance
62008,Sadun,Swan,70789,Senior Staff,Research
62012,Yifei,Jahnichen,42775,Senior Engineer,Production
62025,Chirstian,Spinelli,41262,Senior Engineer,Production
62026,Shugo,Zuberek,40000,Senior Engineer,Quality Management
62069,Sugwoo,Felder,67402,Senior Engineer,Production
62080,Toshimo,Birjandi,53225,Senior Staff,Sales
62094,Tomoyuki,Stemann,69528,Senior Engineer,Production
62097,Krassimir,Klyachko,44560,Senior Engineer,Development
62098,Breannda,Sommer,59196,Senior Staff,Sales
62103,Pranas,Reinhart,46895,Senior Staff,Human Resources
62107,Sakthirel,Walstra,73469,Senior Staff,Finance
62112,Pragnesh,Servieres,44714,Senior Engineer,Development
62129,Hongzue,Schmittgen,58096,Senior Engineer,Development
62137,Rosalyn,Baalen,46741,Senior Staff,Sales
62138,Dipayan,Rohrbach,41950,Senior Staff,Human Resources
62155,Akemi,Basawa,40170,Assistant Engineer,Production
62174,Teunis,Denna,76864,Senior Staff,Sales
62205,Vitaly,Brlek,40000,Senior Staff,Human Resources
62208,Sachio,Grandbois,52223,Senior Engineer,Production
62236,Aiman,Georg,40000,Senior Engineer,Quality Management
62243,Juichirou,Fargier,48127,Senior Engineer,Development
62252,Mohd,Waymire,45478,Senior Engineer,Production
62285,Chinho,Plessier,49730,Engineer,Quality Management
62294,Jeanne,Bratsberg,67370,Senior Staff,Marketing
62298,Quingbo,Yetto,49961,Senior Staff,Sales
62304,Kersti,Rusmann,67297,Senior Engineer,Development
62321,Kristine,Kroha,40000,Senior Staff,Human Resources
62325,Nitsan,Cummings,42545,Senior Engineer,Quality Management
62336,Kazunori,Vieth,43678,Senior Engineer,Development
62350,Xiaocheng,Erde,50450,Senior Staff,Customer Service
62351,Yuchang,Osgood,83670,Senior Staff,Marketing
62357,Huei,Legleitner,64886,Senior Engineer,Production
62374,Ortrud,Oppitz,40000,Senior Engineer,Development
62381,Fay,Pfau,40000,Engineer,Development
62382,Padma,Edelhoff,50718,Senior Engineer,Development
62383,Khatoun,Rodier,56311,Technique Leader,Research
62387,Toney,Frolund,42951,Engineer,Development
62407,Stella,Oxenboll,58092,Senior Engineer,Production
62412,Khosrow,Hennebert,54522,Senior Engineer,Development
62427,Bedrich,Kamber,40000,Senior Engineer,Development
62428,Guadalupe,Lortz,60825,Senior Engineer,Development
62433,IEEE,McFarlin,46720,Engineer,Quality Management
62437,Manohar,Takkinen,49714,Senior Engineer,Production
62443,Conrado,Pluym,57970,Senior Engineer,Production
62449,Jixiang,Angelov,70643,Senior Staff,Marketing
62459,Francoise,Shobatake,61041,Senior Engineer,Production
62472,Renee,Buescher,58284,Staff,Sales
62476,Yahiko,Cooke,85320,Senior Staff,Sales
62478,Kousuke,Markovitch,40000,Senior Engineer,Production
62481,Gererd,Norsworthy,66594,Senior Engineer,Production
62496,Kien,Hempstead,48989,Senior Engineer,Production
62497,Yifei,Sinitsyn,49067,Senior Engineer,Development
62507,Otmar,Mullainathan,51782,Senior Engineer,Production
62513,Gil,Bojadziev,40000,Senior Engineer,Production
62529,Piyush,Miyakawa,40000,Senior Engineer,Production
62545,Chiranjit,Pleszkun,40000,Engineer,Quality Management
62566,Giap,Lipner,40000,Senior Staff,Customer Service
62591,Limsoon,Baja,40000,Staff,Research
62629,Shigeaki,Ratnaker,78609,Senior Staff,Sales
62632,Piyawadee,Chiola,48394,Engineer,Production
62637,Danae,Assaf,70296,Senior Staff,Research
62638,Kayoko,Erde,47763,Senior Engineer,Production
62640,Toshimi,Smailagic,40000,Senior Staff,Production
62642,Oddvar,Kushner,40000,Senior Engineer,Production
62650,Marjo,Asmuth,69599,Senior Staff,Finance
62679,Yechezkel,Vidal,40000,Senior Engineer,Production
62695,Guangming,Jenevein,96321,Senior Staff,Sales
62696,Paloma,Callaway,84196,Senior Staff,Sales
62714,Limsoon,Silva,40000,Senior Engineer,Production
62723,Mitchel,Penttonen,49106,Engineer,Development
62733,Kshitij,Kusakari,52443,Senior Staff,Finance
62743,Shin,Veeraraghavan,40000,Senior Engineer,Quality Management
62750,Achilleas,Lemarechal,78766,Senior Staff,Finance
62758,Xiong,Kornatzky,61104,Senior Engineer,Quality Management
62774,Jeanna,Schlenzig,69335,Senior Staff,Sales
62781,Marek,Pietrzykowski,56682,Senior Engineer,Production
62793,Beshir,Klerer,46484,Senior Engineer,Production
62799,Gretta,Murtagh,40000,Senior Staff,Human Resources
62804,Emran,Bahr,57104,Engineer,Development
62811,Gadiel,Pettey,57524,Senior Engineer,Quality Management
62812,Chaosheng,Zyda,54728,Senior Engineer,Development
62821,Tomokazu,Munke,52251,Senior Engineer,Development
62836,Alagu,Ozeri,65552,Senior Engineer,Production
62841,Xiaoheng,Cesareni,43806,Senior Staff,Human Resources
62846,Menkae,Walston,40000,Senior Engineer,Production
62847,Candido,Rijsenbrij,40000,Technique Leader,Production
62857,Maia,Cummings,62733,Senior Staff,Finance
62859,Bernt,Wolniewicz,48163,Senior Engineer,Production
62869,Syozo,Schieder,40001,Senior Staff,Research
62892,Gadiel,Muniz,41613,Senior Staff,Human Resources
62900,Gio,Alencar,42772,Senior Staff,Sales
62906,Alselm,McFarlin,66882,Senior Staff,Sales
62909,Lenore,Rissland,57809,Senior Staff,Sales
62913,Heekeun,Roisin,40000,Senior Staff,Human Resources
62926,Lillian,Schoegge,40000,Senior Engineer,Production
62930,Fumiyo,Flanders,41842,Senior Engineer,Development
62941,Uta,Impagliazzo,46973,Senior Engineer,Production
62957,King,Plotkin,44278,Senior Engineer,Production
62958,Tomofumi,Magliocco,40000,Assistant Engineer,Production
62964,Duro,Schach,40000,Senior Engineer,Quality Management
62970,Georgy,Speek,44840,Senior Engineer,Production
62982,Yannik,Penz,40000,Senior Staff,Customer Service
62985,Juichirou,Lipner,79861,Senior Staff,Finance
63017,Moni,Picel,40000,Senior Engineer,Development
63019,Fayez,Basawa,61483,Senior Engineer,Development
63021,Kamakshi,Yurov,40858,Senior Engineer,Development
63072,Bogdan,Siegrist,40000,Senior Engineer,Quality Management
63076,Goetz,Veccia,41569,Engineer,Quality Management
63077,Hyuncheol,Escriba,54381,Senior Engineer,Quality Management
63086,Ibibia,Bratsberg,40000,Senior Staff,Customer Service
63088,Aleksander,Chepyzhov,63470,Senior Staff,Customer Service
63107,Yurii,Crelier,74824,Senior Engineer,Customer Service
63112,Joydip,Swan,61721,Senior Engineer,Production
63114,Danny,Cheshire,63059,Senior Staff,Sales
63128,Zhensheng,Gulak,59072,Senior Staff,Human Resources
63136,Hitofumi,Thibadeau,67329,Staff,Marketing
63165,Vishwani,Khasidashvili,40000,Senior Engineer,Production
63166,Sanjai,Baak,40000,Senior Staff,Research
63209,Yakkov,Eiron,40000,Senior Staff,Human Resources
63220,Subir,Swiler,49827,Senior Engineer,Quality Management
63221,Feiyu,Zockler,50312,Senior Engineer,Production
63230,Mart,Vecchio,40790,Senior Engineer,Quality Management
63232,Vidya,Reghbati,40000,Staff,Human Resources
63236,Shan,Barinka,70050,Senior Staff,Marketing
63246,Zdislav,Waymire,59385,Senior Engineer,Development
63257,Elvis,Trogemann,68034,Senior Staff,Sales
63269,Luerbio,Benzmuller,40000,Senior Engineer,Production
63288,Stella,Zolotykh,46031,Senior Staff,Marketing
63291,Subhrajyoti,Budinsky,43466,Senior Staff,Marketing
63305,Perry,Waymire,40000,Senior Engineer,Research
63307,Sugwoo,Herber,54723,Senior Staff,Sales
63324,Pintsang,Leuchs,40000,Senior Engineer,Development
63326,Filipp,Perin,40000,Senior Engineer,Development
63329,Mart,Schaaf,60910,Senior Staff,Sales
63331,Changho,Fadgyas,65406,Engineer,Development
63341,Akeno,Peck,45035,Senior Staff,Finance
63343,Mark,Ananiadou,40000,Senior Engineer,Development
63349,Anestis,Comte,40000,Senior Engineer,Development
63356,Tua,Denos,42229,Senior Staff,Human Resources
63363,Terresa,Brattka,40000,Senior Engineer,Development
63367,Hatim,Bondorf,54425,Senior Engineer,Development
63376,Kiyotoshi,Peir,52426,Senior Staff,Sales
63399,Yonghoan,Azumi,59974,Senior Engineer,Development
63412,Domenick,Thisen,40000,Technique Leader,Development
63422,Mahendra,Gulak,40000,Senior Engineer,Development
63427,Takahito,Nooteboom,67050,Senior Staff,Sales
63438,Gilbert,Herbst,69910,Senior Staff,Sales
63442,Satyanarayana,Reghbati,40958,Senior Engineer,Development
63471,Filipp,Bael,40000,Senior Engineer,Development
63487,Adib,Badr,51806,Senior Engineer,Development
63495,Mabry,Kleiser,49286,Senior Engineer,Production
63497,Anneli,Griswold,60815,Senior Staff,Sales
63501,Laurentiu,Cesareni,40000,Engineer,Development
63508,Radhia,Scharstein,40000,Senior Engineer,Development
63516,Toshimitsu,Steinauer,94093,Senior Staff,Customer Service
63520,Duro,Kermarrec,48354,Engineer,Production
63525,Ult,Ginneken,45904,Senior Engineer,Quality Management
63542,Michaela,Hanratty,49445,Senior Engineer,Development
63562,Dannz,Heiserman,46283,Technique Leader,Production
63568,Toshimitsu,Bondorf,58244,Senior Engineer,Production
63570,Randy,Sudkamp,71136,Senior Engineer,Production
63574,Insup,Leslie,40000,Senior Engineer,Production
63576,Cheong,Awdeh,56223,Senior Staff,Marketing
63588,Pintsang,Curless,87462,Senior Staff,Sales
63600,Gudjon,Birsak,46070,Senior Staff,Human Resources
63609,Martins,Lyonns,49193,Senior Staff,Research
63610,Gudjon,Rosiles,62180,Senior Engineer,Production
63612,Berto,Foote,50531,Senior Engineer,Research
63638,Adib,Chepyzhov,40000,Senior Staff,Human Resources
63672,Fei,Munos,40000,Engineer,Development
63675,Kazuhira,Heijenga,40000,Senior Engineer,Production
63679,Amalendu,Beidas,55496,Technique Leader,Development
63681,Ferdinand,Zucker,53904,Engineer,Production
63688,Jouni,Spieker,53142,Senior Staff,Sales
63693,Martien,Zultner,40000,Senior Engineer,Production
63707,Naftaly,Segond,41679,Engineer,Quality Management
63728,Haldon,Steenbeek,40000,Senior Engineer,Production
63738,Yunming,Ohori,46383,Senior Engineer,Development
63740,Doohun,Lenart,40624,Staff,Research
63743,Shugo,Muntz,55294,Senior Staff,Development
63744,Shaw,Mitchem,47300,Assistant Engineer,Development
63778,Gio,Sudkamp,40000,Engineer,Production
63789,Urs,Sgarro,40000,Staff,Production
63801,Valdiodio,Roccetti,40928,Senior Engineer,Production
63836,Hitofumi,Petersohn,93576,Senior Staff,Sales
63898,Theirry,Ducloy,40000,Senior Engineer,Quality Management
63910,Rosalie,Mawatari,40000,Senior Staff,Customer Service
63922,Jixiang,Gischer,41263,Senior Staff,Finance
63934,Uinam,Hedayat,51743,Senior Staff,Sales
63935,Tadanori,Deyuan,40000,Senior Engineer,Development
63984,Yongmao,Gerteisen,40000,Senior Engineer,Quality Management
63987,Jingling,Hockney,40000,Senior Engineer,Quality Management
63992,Yuping,Cools,40000,Senior Staff,Human Resources
63997,Stafford,Rosti,56303,Senior Engineer,Development
64026,Sverrir,VanScheik,76415,Staff,Research
64043,Yurij,Luiz,40000,Senior Staff,Human Resources
64052,Hyuckchul,Stroustrup,50377,Senior Engineer,Development
64054,Kaijung,Ratnakar,49538,Senior Engineer,Development
64084,Shao,Toyoshima,47225,Engineer,Production
64090,Uli,Gecseg,57737,Senior Engineer,Production
64093,Hyuckchul,Nishimukai,64988,Senior Engineer,Development
64106,Youjian,Krone,62005,Senior Staff,Finance
64111,Godehard,Sherertz,40000,Technique Leader,Production
64119,Zorica,Brizzi,46002,Engineer,Production
64130,Yinghua,Merro,48261,Senior Engineer,Quality Management
64136,Godehard,Lamba,60921,Senior Engineer,Development
64138,Yuqun,Fetvedt,83342,Senior Staff,Sales
64147,Richard,Sevcikova,40000,Engineer,Development
64150,Noritoshi,Ghandeharizadeh,56353,Senior Engineer,Development
64151,Rasikan,Alameldin,58265,Senior Engineer,Development
64158,Yechiam,Fujisawa,71989,Senior Staff,Marketing
64179,Yongmin,Szemeredi,56288,Senior Staff,Marketing
64200,Khun,Bojadziev,40000,Technique Leader,Production
64226,Margo,Mersereau,78875,Senior Staff,Sales
64240,Goncalo,Hoppenstand,40000,Senior Staff,Research
64241,Vojin,Gilg,40000,Senior Engineer,Production
64243,Moss,Maraist,42959,Senior Engineer,Development
64268,Masasuke,Qiwen,56096,Senior Staff,Research
64272,Roddy,Vesna,74493,Senior Staff,Research
64288,Gad,Siochi,46775,Technique Leader,Development
64290,Hirochika,Merro,78273,Senior Staff,Sales
64298,Toshimori,Lupu,40000,Senior Staff,Marketing
64302,Huai,Sgarro,56971,Senior Staff,Human Resources
64310,Khatoun,Kossowski,40000,Senior Engineer,Production
64313,Leucio,Schlegelmilch,59704,Senior Engineer,Development
64316,Bartek,Pesch,40000,Senior Staff,Customer Service
64320,Khoa,Petereit,42729,Senior Engineer,Production
64335,Tristan,Thummel,40449,Technique Leader,Production
64344,Hyuncheol,Karnin,44886,Senior Engineer,Production
64359,Radhika,Farrar,40000,Senior Staff,Human Resources
64377,Along,Couchot,40000,Senior Engineer,Development
64392,Amabile,Bernatsky,40000,Senior Engineer,Development
64398,Nectarios,Perna,71024,Senior Staff,Sales
64400,Babette,Brendel,40000,Senior Staff,Human Resources
64401,Kristin,Swiss,55668,Senior Engineer,Development
64450,Aran,Raney,60474,Senior Engineer,Quality Management
64477,Boaz,Belinskaya,40000,Engineer,Production
64488,Jaana,Kandlur,54694,Senior Engineer,Development
64495,Bilhanan,Bazelow,42062,Senior Staff,Finance
64503,Stafford,Kornatzky,62147,Senior Engineer,Production
64510,Sachio,Radwan,57060,Senior Engineer,Customer Service
64519,Kerryn,Eickenmeyer,73584,Senior Staff,Sales
64526,Masoud,Uehara,68260,Staff,Sales
64535,Zongyan,Georgatos,40407,Senior Staff,Research
64536,Reinhold,Jiang,53303,Staff,Marketing
64556,Xiaopeng,Fritzsche,40000,Senior Engineer,Quality Management
64572,Yinghua,Roccetti,40000,Senior Engineer,Quality Management
64575,Pradeep,Sridhar,70816,Senior Staff,Marketing
64581,Shaunak,Reghbati,63907,Senior Engineer,Development
64593,Karsten,Kriebel,54338,Senior Engineer,Production
64598,Chrisa,Kavanagh,65815,Technique Leader,Quality Management
64599,Trygve,Gubsky,44662,Engineer,Production
64616,Hitomi,Zirintsis,49863,Senior Staff,Customer Service
64625,Geoff,Boissier,43437,Senior Staff,Marketing
64655,Jaideep,Nilsson,54110,Senior Staff,Marketing
64657,Jianhui,Duclos,60000,Senior Engineer,Development
64689,Bernice,Jakobus,45524,Technique Leader,Development
64690,Sanjeeva,Siochi,53661,Engineer,Production
64692,Bowen,Ermel,43722,Senior Engineer,Research
64703,Trygve,Fiebach,47643,Senior Staff,Research
64707,Brigham,Chachaty,51361,Senior Staff,Sales
64728,Akhilish,Hedayat,43564,Senior Engineer,Research
64731,Fumino,Rosay,40000,Senior Engineer,Production
64753,Shahid,Swan,40000,Senior Staff,Sales
64755,Mang,Shackel,59789,Staff,Marketing
64761,Dekang,Fujisaki,48160,Technique Leader,Development
64774,Marsal,Kroft,40000,Staff,Production
64782,Bluma,Sommer,42918,Senior Engineer,Development
64783,Willard,Ramsey,61534,Senior Staff,Sales
64784,Charlene,Boreale,40000,Senior Staff,Production
64785,Zhigen,Miyakawa,44638,Senior Staff,Finance
64794,Khun,Jiang,57686,Senior Staff,Development
64796,Xiadong,Auria,66457,Senior Staff,Sales
64832,Boalin,Emmerich,66423,Senior Engineer,Development
64837,Mantis,Petereit,58887,Technique Leader,Development
64855,Elrique,Hiltgen,50041,Engineer,Development
64862,Mototsugu,Dulli,49360,Senior Engineer,Production
64872,Dayanand,Thibadeau,40000,Senior Staff,Sales
64889,Emdad,Pauthner,64245,Technique Leader,Production
64893,Yoshimitsu,Billawala,65346,Senior Staff,Research
64904,Xiaocheng,Aloia,41045,Senior Engineer,Quality Management
64916,Mohit,Hmelo,65245,Senior Staff,Marketing
64917,Mokhtar,Litecky,40000,Senior Staff,Customer Service
64933,Kristin,Mungall,68525,Senior Staff,Marketing
64941,Angel,Hockney,40000,Senior Staff,Human Resources
64955,Mariusz,Karner,49158,Senior Engineer,Development
64960,Chinho,Gonthier,63785,Technique Leader,Production
64969,Jasminko,Kawashima,40000,Senior Engineer,Development
64974,Lijia,Penn,40000,Senior Engineer,Research
64991,Nirmal,Legleitner,40000,Senior Staff,Customer Service
65001,Jongsuk,Hardjono,52698,Technique Leader,Production
65004,Guttorm,Tiemann,40000,Senior Staff,Customer Service
65014,Geoffry,Narahara,58200,Technique Leader,Production
65028,Yifei,Businaro,89389,Senior Staff,Sales
65029,Theirry,Kaltofen,40000,Senior Engineer,Production
65045,Abdelkader,Koshiba,44054,Senior Engineer,Development
65049,Keung,Kropf,57706,Senior Staff,Finance
65056,Masako,Haldar,49893,Senior Engineer,Development
65061,Shushma,Flowers,40000,Technique Leader,Development
65084,Aksel,Bhattacharjee,40000,Senior Staff,Customer Service
65097,Yinlin,Meszaros,79554,Senior Staff,Sales
65102,Souichi,Delgrange,40000,Senior Staff,Human Resources
65106,Nadjib,Hartvigsen,40000,Senior Engineer,Production
65108,Hirochika,Lunn,40000,Engineer,Production
65113,Arif,Brender,52175,Senior Staff,Marketing
65131,Shakhar,Akiyama,101208,Senior Staff,Sales
65136,Terresa,Undy,60130,Senior Staff,Sales
65144,Nectarios,Deyuan,63968,Senior Staff,Finance
65162,Marko,Peot,40000,Assistant Engineer,Development
65167,Torsten,Borovoy,65330,Assistant Engineer,Development
65173,Karlis,Binkley,75674,Senior Staff,Sales
65199,Ipke,Spataro,78239,Senior Staff,Sales
65215,Joydip,Garnham,57902,Staff,Sales
65216,Masato,Leuchs,40000,Senior Engineer,Production
65217,Magdalena,Leijenhorst,41061,Senior Engineer,Development
65222,Wilmer,Zaumen,69503,Staff,Sales
65240,Sakthirel,Kabayashi,40000,Senior Engineer,Production
65243,Xiaoheng,Chinen,55547,Engineer,Production
65248,Shrikanth,Felcyn,40000,Senior Engineer,Development
65259,Kazuhide,Luef,40000,Senior Engineer,Development
65280,Arun,Aloia,79785,Senior Engineer,Development
65290,Sanjay,Wielonsky,60156,Engineer,Development
65308,Jouni,Pocchiola,40000,Senior Staff,Human Resources
65311,Terresa,Assaf,58664,Senior Staff,Marketing
65316,Aimee,Papastamatiou,40000,Senior Engineer,Production
65358,Kshitij,Cooley,40000,Assistant Engineer,Development
65366,Bartek,Lindenbaum,40000,Senior Engineer,Development
65367,Weiwu,Heyers,54705,Senior Engineer,Production
65368,Dung,Ladret,40000,Senior Engineer,Development
65372,Amalendu,Lenart,72587,Senior Engineer,Production
65387,Nathalie,Muchinsky,40537,Senior Engineer,Development
65390,Dayanand,Bail,46759,Engineer,Production
65392,Poorav,Aseltine,68719,Senior Staff,Sales
65393,Shietung,Lubachevsky,40000,Senior Staff,Marketing
65394,Jacqueline,Lamma,80932,Senior Staff,Sales
65417,Toney,Karnin,40000,Senior Engineer,Production
65428,Herbert,Luby,82991,Senior Staff,Sales
65431,Emdad,Streit,58976,Senior Engineer,Production
65443,Sreekrishna,Bresenham,40000,Senior Staff,Marketing
65448,Menkae,Benzaken,80004,Staff,Sales
65449,Vasiliy,Steenbeek,54114,Senior Staff,Marketing
65458,Dmitri,Domenig,53712,Senior Staff,Finance
65466,Mona,Lagarias,49422,Engineer,Production
65467,Jeane,Perng,63543,Senior Staff,Sales
65486,Arch,Cincotta,40000,Senior Engineer,Production
65487,Shalesh,Cools,54436,Senior Staff,Finance
65490,Xiaobin,Wixon,52904,Senior Engineer,Development
65493,Zeydy,Cummings,57217,Senior Staff,Sales
65494,Khoa,Yoshizawa,54472,Senior Staff,Customer Service
65498,Rildo,Garrabrants,54401,Senior Staff,Research
65502,Weiru,Junot,40000,Senior Engineer,Production
65506,Guozhong,Khalil,49945,Senior Engineer,Development
65510,Valeska,Brodie,52862,Senior Engineer,Production
65513,Huican,Fandrianto,40000,Senior Staff,Customer Service
65515,Phillip,Teitelbaum,58807,Staff,Marketing
65517,Visit,Ducloy,40000,Senior Engineer,Production
65533,Monique,Mawatari,40000,Senior Engineer,Development
65538,Moheb,Plesums,40000,Technique Leader,Quality Management
65543,Mahmut,Verhoeff,40000,Technique Leader,Development
65551,Zhenhua,Nittel,40000,Senior Staff,Research
65559,Feipei,Nishimukai,65401,Senior Staff,Sales
65568,Mark,Ventosa,44039,Senior Engineer,Production
65569,Sachio,Picci,53205,Senior Staff,Human Resources
65572,Hironoby,Bernardeschi,43575,Senior Engineer,Development
65579,Adit,Orsini,55323,Senior Staff,Marketing
65591,Apostol,Riesenhuber,75201,Senior Staff,Marketing
65594,Dietrich,Sadowski,40000,Senior Engineer,Quality Management
65595,Kasidit,Fujisaki,51388,Senior Engineer,Development
65599,Gen,Sethi,61010,Senior Staff,Marketing
65605,Howell,Matzen,44011,Senior Engineer,Development
65611,Kwangho,Danecki,50031,Senior Engineer,Production
65612,Somnath,Senzako,49017,Senior Engineer,Production
65619,Kazuhira,Rosch,40705,Senior Engineer,Quality Management
65641,Vishu,Winter,40000,Senior Engineer,Development
65657,Arno,Seiwald,74120,Senior Staff,Sales
65663,Rafael,Leppanen,50166,Senior Engineer,Quality Management
65669,Rafail,Muhlberg,51364,Engineer,Quality Management
65674,Cathie,Sadowski,64477,Senior Staff,Marketing
65702,Kristian,Nergos,40000,Senior Engineer,Production
65706,Troy,Munck,40000,Senior Engineer,Development
65711,Sarita,Kalloufi,46032,Engineer,Production
65715,Nevin,Gniady,47221,Senior Engineer,Development
65721,Marjo,Snedden,56679,Senior Staff,Development
65727,Matt,Ranst,50282,Senior Engineer,Development
65738,Ramachenga,Marrakchi,40000,Senior Staff,Research
65746,Xiaoshan,Chiola,72739,Senior Engineer,Production
65748,Masoud,Gimarc,46636,Staff,Sales
65752,Pasqua,Schreiter,43286,Senior Engineer,Production
65760,Chenxi,Morrey,49196,Senior Engineer,Production
65791,Elvia,Raczkowsky,40000,Senior Engineer,Production
65793,Serenella,Cummings,49418,Senior Staff,Research
65801,Arif,Munch,40000,Senior Engineer,Quality Management
65803,Lijia,Michaeli,40000,Senior Engineer,Production
65804,Otilia,Driscoll,40000,Senior Staff,Human Resources
65806,Divier,Ellozy,40000,Senior Staff,Human Resources
65807,Guttorm,Ranze,46313,Senior Engineer,Development
65832,Anoosh,Lamba,70859,Senior Staff,Marketing
65834,Vidya,Marletta,40000,Staff,Marketing
65835,Arra,Beetstra,85629,Senior Staff,Sales
65840,Sreekrishna,Magalhaes,43394,Senior Engineer,Quality Management
65842,Lubomir,Paludetto,67655,Engineer,Production
65858,Martins,Awdeh,40189,Senior Engineer,Development
65868,Guoxiang,Cools,51306,Senior Engineer,Development
65869,Premsyl,Nittel,45163,Senior Staff,Marketing
65876,Yagil,Vieth,74425,Senior Staff,Marketing
65894,Yakkov,Haraldson,99265,Senior Staff,Sales
65899,Anyuan,Ranta,49908,Senior Engineer,Development
65952,Debaprosad,Vesna,72706,Senior Engineer,Production
