emp_no,first_name,last_name,salary,title,dept_name
45731,Naraig,Bouloucos,44160,Senior Engineer,Customer Service
45732,Moheb,Gruenwald,54826,Senior Staff,Finance
45743,Adas,Baaleh,65720,Senior Staff,Finance
45744,Zhensheng,Bahi,91391,Senior Staff,Sales
45748,Cheong,Irland,49838,Senior Staff,Sales
45758,Felicidad,Krychniak,40000,Senior Engineer,Quality Management
45759,Raimond,Liesche,53520,Technique Leader,Development
45766,Elrique,Tanemo,93657,Staff,Sales
45773,Aamod,Baak,45830,Senior Engineer,Development
45780,Christ,Horswill,76269,Senior Engineer,Development
45788,Shiv,Mitsuhashi,48099,Senior Engineer,Development
45797,Chikara,Khalid,40000,Senior Engineer,Development
45798,Gad,Plotkin,40000,Senior Staff,Customer Service
45803,Padma,Lanzelotte,94436,Staff,Sales
45805,Brewster,Falster,50782,Assistant Engineer,Production
45808,Yongdong,Eiron,67640,Senior Engineer,Production
45809,Wilmer,Arlazarov,50421,Senior Staff,Human Resources
45814,Zhenbing,Malabarba,55267,Senior Staff,Human Resources
45820,Kish,Nivat,52616,Staff,Sales
45821,Garnik,Dredge,51546,Senior Engineer,Development
45827,Ortrun,Schonegge,40000,Technique Leader,Development
45828,Panayotis,Litzkow,65770,Senior Engineer,Development
45836,Aram,Laventhal,48459,Senior Engineer,Production
45837,Chrisa,Biron,69310,Staff,Finance
45844,Patricia,Fetvedt,40000,Senior Staff,Research
45851,Xiaoqiu,Ranum,82664,Senior Staff,Sales
45853,Heping,Waterhouse,49865,Engineer,Production
45854,Zsolt,Kriebel,40000,Senior Staff,Marketing
45863,Lech,Ellozy,76118,Engineer,Quality Management
45865,Toshimi,Bach,40000,Senior Staff,Finance
45867,Hailing,Denna,41291,Senior Engineer,Development
45880,Masaru,Basawa,40000,Senior Engineer,Production
45883,JoAnna,Maccarone,40000,Senior Staff,Finance
45886,Ioana,Ginesta,63626,Senior Staff,Research
45891,Rutger,Magliocco,61534,Senior Engineer,Development
45895,Sajjad,Vural,53341,Senior Staff,Sales
45903,Arra,Chenney,40762,Senior Engineer,Development
45904,Arunas,DasSarma,40000,Senior Engineer,Production
45908,Masasuke,Heyers,40000,Senior Engineer,Production
45915,Paddy,Gluchowski,41921,Senior Staff,Sales
45919,Aemilian,Denti,54551,Senior Staff,Sales
45923,Masato,Xiaoshan,62573,Senior Staff,Sales
45936,Narain,Rodier,61445,Technique Leader,Development
45950,Yefim,Gornas,55813,Senior Staff,Marketing
45951,Duke,Garnick,45623,Technique Leader,Production
45952,Perry,Landherr,40487,Senior Engineer,Development
45962,Remco,Kalorkoti,40000,Senior Engineer,Quality Management
45972,Rafael,Bednarek,40000,Senior Engineer,Development
45973,Mokhtar,Bernatsky,70974,Senior Staff,Sales
45977,Ulf,Wiegley,44570,Senior Staff,Human Resources
45979,Uno,Colorni,40000,Senior Engineer,Production
45985,Amstein,Lichtner,58264,Senior Engineer,Production
45987,Gila,Olivero,74134,Senior Staff,Sales
45989,Hiroyasu,Asrin,75247,Staff,Sales
45998,Inderjeet,Rodiger,41444,Staff,Human Resources
46004,Toshimori,Schlegelmilch,40000,Engineer,Development
46012,Tadahiko,Comte,54547,Technique Leader,Production
46025,Yurii,Demir,62359,Engineer,Development
46026,Leon,Schrooten,40000,Senior Engineer,Customer Service
46028,Sakthirel,Emmerich,66926,Senior Staff,Sales
46036,Berni,Worfolk,52319,Senior Engineer,Quality Management
46037,Mohit,Preusig,72671,Senior Engineer,Production
46040,Piyawadee,Aseltine,40000,Engineer,Development
46042,Youssef,Vrecion,54737,Senior Staff,Marketing
46044,Van,Strooper,66772,Senior Engineer,Production
46054,Udi,Bultermann,40750,Engineer,Production
46055,Charlene,Fabrizio,40000,Senior Engineer,Quality Management
46059,Susumu,DuCasse,75362,Staff,Sales
46066,Ennio,Conde,40000,Senior Engineer,Production
46068,Laurentiu,Weisert,40000,Senior Staff,Customer Service
46070,Marsha,Gecsel,40000,Senior Engineer,Development
46075,Lucien,Cunliffe,45519,Senior Engineer,Production
46076,Sergi,Lipner,40000,Senior Staff,Human Resources
46079,Genevieve,Varman,56474,Senior Engineer,Production
46083,Charmane,Speek,57612,Engineer,Customer Service
46087,Kousuke,Erdi,40000,Senior Staff,Customer Service
46089,Giordano,Emden,45787,Senior Staff,Research
46090,Iara,Whittlesey,42445,Senior Engineer,Development
46091,Indrajit,Rohrbach,40000,Senior Engineer,Development
46095,Shrikanth,Huttel,40000,Senior Engineer,Production
46104,Yoshinari,Kavvadias,45599,Senior Staff,Research
46109,Kiyotoshi,Kragelund,102429,Senior Staff,Marketing
46110,Gully,Plump,51888,Senior Engineer,Development
46118,Aloke,Motley,40000,Senior Engineer,Production
46124,Shunichi,Barinka,57654,Senior Staff,Sales
46132,Josyula,Beeson,70931,Senior Staff,Sales
46141,Sven,Nollmann,61599,Senior Engineer,Production
46145,Sushant,Wroclawski,40000,Senior Staff,Development
46149,Doohun,Plessier,57458,Senior Staff,Sales
46152,Terresa,Caine,40000,Engineer,Production
46159,Barun,Grabner,40736,Senior Staff,Research
46164,Arumugam,Wynblatt,51057,Senior Engineer,Production
46167,Sukumar,Shiratori,54628,Senior Staff,Marketing
46173,Tzvetan,Herath,76119,Senior Staff,Research
46175,Zissis,Rosca,43415,Engineer,Development
46176,Hatsukazu,Murrill,40000,Senior Engineer,Production
46189,Yongdong,Reistad,61523,Senior Staff,Research
46191,Hilari,Pocchiola,47480,Engineer,Development
46192,Bernd,Anger,59996,Senior Staff,Marketing
46203,Ferdinand,Dymetman,40000,Senior Engineer,Development
46211,DeForest,Kushner,60763,Senior Engineer,Development
46215,Junsik,Vesna,84608,Senior Engineer,Production
46216,Hidekazu,Ramalingam,71281,Senior Engineer,Development
46221,Weidon,Kobuchi,51056,Assistant Engineer,Quality Management
46232,Abdelkader,Kolinko,57157,Staff,Research
46236,Thodoros,Edelhoff,40000,Senior Engineer,Development
46241,Keiichiro,Neimat,40000,Senior Engineer,Quality Management
46243,Jamaludin,Feldmann,40000,Senior Staff,Human Resources
46248,Leif,dAstous,40000,Senior Engineer,Quality Management
46250,Yefim,Decleir,69390,Senior Staff,Sales
46254,Trygve,Rehfuss,44112,Senior Engineer,Production
46258,Nechama,Przulj,40000,Staff,Human Resources
46260,Tze,Karlin,53467,Technique Leader,Development
46261,Owen,Uehara,84153,Staff,Marketing
46263,Filipe,Jakobus,40000,Senior Staff,Customer Service
46266,Kiam,Carrera,40000,Technique Leader,Development
46268,Along,Kugler,58415,Senior Engineer,Production
46272,Mong,Shiratori,65889,Senior Engineer,Production
46273,Gennadi,Halevi,55413,Senior Staff,Sales
46281,Rosine,Berztiss,40000,Technique Leader,Development
46282,Eben,Babu,55370,Senior Staff,Customer Service
46293,Perry,Auria,46406,Senior Engineer,Production
46295,True,Lammel,40000,Senior Engineer,Production
46299,Constantine,Hmelo,40000,Senior Engineer,Production
46302,Susanta,Pezzoli,61570,Senior Staff,Sales
46304,Felicidad,Sinitsyn,44913,Technique Leader,Development
46305,Yakichi,Lamba,40000,Senior Engineer,Development
46306,Richard,Parascandalo,40000,Technique Leader,Development
46316,Padma,Karnin,68015,Senior Staff,Marketing
46317,Susanta,Rebaine,57251,Senior Staff,Finance
46318,Susumu,Vieth,40000,Senior Engineer,Development
46321,Weicheng,Yamaashi,56325,Staff,Customer Service
46322,Harngdar,Farrag,69062,Staff,Sales
46323,Masako,Tzvieli,75704,Staff,Finance
46324,Rosita,Reghbati,40000,Senior Staff,Human Resources
46326,Harjit,Paludetto,40000,Senior Staff,Human Resources
46327,Shiv,Bernick,40000,Senior Engineer,Development
46331,Mokhtar,Birch,65823,Staff,Sales
46335,Shuji,Ananiadou,40000,Senior Engineer,Quality Management
46339,Stepehn,Linares,56890,Senior Staff,Marketing
46340,Sangeeta,Iacovou,60021,Senior Staff,Human Resources
46345,Ortrun,Kolvik,40000,Senior Engineer,Development
46347,Nadjib,Standera,40000,Senior Engineer,Development
46352,Unal,Zambonelli,89610,Senior Staff,Marketing
46356,Sham,Przulj,79940,Senior Staff,Sales
46359,Renee,Demos,77507,Staff,Sales
46367,Aloys,Nicolson,40000,Senior Staff,Research
46374,Aris,Nyanchama,72025,Senior Staff,Sales
46388,Valery,Pluym,85682,Staff,Sales
46392,Emdad,Zykh,60793,Senior Staff,Research
46395,Katsuo,Stasinski,40000,Engineer,Development
46407,Hideyuki,Braunmuhl,40000,Staff,Research
46414,Ferdinand,Schahn,40000,Senior Engineer,Production
46417,Susumu,Werthner,95079,Senior Staff,Human Resources
46425,Martina,Leivant,68060,Senior Engineer,Development
46439,Ibibia,Junet,119124,Senior Staff,Sales
46440,Pranav,Rosay,53108,Engineer,Production
46451,Hongzhu,Gyimothy,50542,Senior Engineer,Production
46452,Filipp,Christianini,53925,Senior Engineer,Quality Management
46456,Bartek,Beerel,40000,Senior Engineer,Production
46457,Alenka,Keohane,51352,Technique Leader,Development
46463,Owen,Lamba,51072,Senior Staff,Finance
46466,Eberhardt,Cusworth,53479,Senior Engineer,Production
46469,Ekawit,Rusmann,40000,Staff,Research
46470,Adhemar,Rassart,40000,Technique Leader,Production
46471,Zeydy,Miake,55351,Senior Engineer,Development
46480,Basem,Ertl,44862,Senior Engineer,Development
46484,Neelam,Rabehasaina,59795,Senior Staff,Sales
46488,Zhanqiu,Byoun,95748,Senior Staff,Sales
46500,Mong,Keirsey,40000,Engineer,Production
46506,Marie,Babu,41063,Senior Engineer,Production
46510,Nahum,Armand,53819,Assistant Engineer,Development
46530,Kwangsub,Verhoeff,52341,Senior Staff,Finance
46532,Siamak,Ruther,64589,Senior Staff,Research
46533,Lunjin,Edelhoff,71043,Senior Staff,Sales
46537,Shahab,Litzkow,64614,Engineer,Development
46542,Tetsurou,Zolotykh,57740,Engineer,Production
46548,Uno,Schlenzig,40000,Senior Engineer,Development
46556,Hirochika,Peac,74826,Staff,Sales
46560,Tamiya,Bain,76309,Staff,Customer Service
46562,Tiina,Panangaden,40252,Senior Engineer,Development
46563,Marlo,Veldwijk,40000,Senior Engineer,Production
46567,Khatoun,Kirkerud,63043,Staff,Sales
46574,Yuping,Sinitsyn,65251,Senior Staff,Sales
46576,Kasidit,Lorys,40000,Staff,Customer Service
46585,Kazuhisa,Bressoud,71081,Engineer,Production
46587,Macha,Baaleh,80392,Senior Staff,Sales
46604,Shahab,Pfau,43083,Staff,Human Resources
46609,Oddvar,Chinal,47377,Technique Leader,Development
46611,Katsuo,Leuchs,40000,Senior Engineer,Production
46613,Sanjiv,Lores,40000,Senior Engineer,Production
46619,Taizo,Docker,65764,Senior Staff,Sales
46621,Karsten,Taneja,54694,Technique Leader,Production
46622,Filipp,Krzyzanowski,57693,Assistant Engineer,Development
46623,Kshitij,Pashtan,49321,Senior Engineer,Development
46627,Piyush,Leonhardt,40000,Staff,Human Resources
46630,Shao,Coorg,40000,Senior Engineer,Production
46635,Saeed,Frezza,54001,Senior Engineer,Development
46642,Masadi,Kusakabe,40000,Senior Staff,Customer Service
46646,Subir,Cesareni,45327,Engineer,Development
46655,Masako,Schnelling,59044,Senior Engineer,Production
46662,Uwe,Ernst,51417,Senior Staff,Sales
46664,Toshimori,Benveniste,92218,Senior Staff,Finance
46666,Mabhin,Avouris,40000,Senior Staff,Human Resources
46670,Marie,Unno,48252,Staff,Marketing
46671,Munir,Codenie,40000,Senior Staff,Finance
46672,Heekeun,Rehfuss,40000,Senior Staff,Marketing
46675,Kensyu,Smailagic,47274,Engineer,Development
46679,Bouchung,Flowers,40000,Senior Staff,Human Resources
46680,Phuoc,Fairtlough,53167,Senior Staff,Marketing
46683,Ger,Wynblatt,72751,Staff,Sales
46685,Valter,Takanami,46359,Senior Engineer,Development
46704,Wojceich,Maginnis,68760,Senior Engineer,Production
46709,Samphel,Thambidurai,59084,Senior Engineer,Production
46710,Patricia,Chartres,70622,Senior Engineer,Production
46713,Ger,Montresor,40000,Senior Staff,Marketing
46714,Goa,Cronin,40000,Technique Leader,Development
46717,Roded,Yeung,40000,Senior Engineer,Production
46721,Mang,Narlikar,55077,Senior Engineer,Production
46727,LiMin,Dratva,40000,Staff,Marketing
46730,Lakshmi,Flexer,40000,Senior Engineer,Development
46732,Jaber,Yemenis,47399,Senior Staff,Customer Service
46735,Elvis,Armand,40000,Senior Engineer,Development
46739,Goncalo,Douceur,40000,Senior Engineer,Production
46740,Denis,Kisuki,40000,Senior Staff,Human Resources
46749,Gaetan,Lamparter,40000,Senior Engineer,Development
46754,Theron,Rosis,40000,Senior Staff,Marketing
46755,Jenwei,Frezza,66106,Senior Staff,Sales
46757,Supot,Delgrange,44647,Senior Engineer,Development
46763,Mototsugu,Pusterhofer,40000,Senior Engineer,Production
46768,Shimshon,Narahari,40000,Senior Staff,Human Resources
46773,Vojin,Parveen,43783,Senior Engineer,Development
46781,Zejun,Percebois,76884,Senior Engineer,Production
46784,Urs,Heystek,40000,Senior Engineer,Quality Management
46798,Caolyn,Hettesheimer,40000,Senior Engineer,Development
46817,Reuven,Talmon,56615,Staff,Customer Service
46821,Gian,Diderrich,56710,Senior Staff,Sales
46838,Yakichi,Marzano,68645,Senior Staff,Sales
46847,Mats,Guardalben,61113,Senior Staff,Finance
46852,Gen,Chimia,103710,Senior Staff,Sales
46853,Aiichiro,Walston,64802,Senior Staff,Sales
46858,Lubomir,Gente,83213,Senior Staff,Sales
46864,Ferdinand,Sooriamurthi,82282,Senior Staff,Sales
46866,Sangeeta,Garnham,76163,Senior Staff,Research
46882,Ebbe,Swist,48635,Senior Staff,Customer Service
46884,Marla,Aamodt,50660,Senior Staff,Customer Service
46887,Zeydy,Viele,57437,Staff,Research
46901,Krisda,Orlowska,41985,Engineer,Quality Management
46903,Chinya,Lemarechal,49628,Technique Leader,Development
46927,Khaled,Matheson,40000,Senior Staff,Human Resources
46937,Leif,Ulupinar,50142,Senior Engineer,Production
46940,Zhilian,Comyn,40000,Engineer,Production
46949,Garnik,Rande,41854,Engineer,Production
46953,Lucien,Luga,43352,Senior Staff,Research
46959,Dulce,Haldar,40000,Senior Engineer,Development
46960,Adas,Ranze,40000,Senior Engineer,Production
46961,Zhenbing,Kushner,64428,Senior Staff,Marketing
46963,Val,Cesareni,70973,Senior Staff,Sales
46964,Tiina,McClure,40000,Senior Engineer,Development
46967,Fumiya,Nourani,40000,Senior Engineer,Development
46968,Jahangir,Legleitner,62047,Senior Staff,Finance
46970,Dietrich,Oehlmann,42116,Technique Leader,Production
46974,Shigehiro,Melski,40000,Senior Engineer,Development
46975,Basil,Cherinka,76993,Staff,Sales
46984,Pascal,Kandlur,65966,Senior Engineer,Development
46991,Poornachandra,Majewski,40000,Assistant Engineer,Quality Management
46993,Brigham,Swab,45268,Technique Leader,Quality Management
47005,Eric,Selvestrel,71250,Senior Staff,Sales
47008,Radhika,Narlikar,40000,Senior Engineer,Development
47010,Goh,Nannarelli,55775,Senior Staff,Sales
47013,Kerhong,Straney,41731,Engineer,Development
47017,Hatsukazu,Demos,43082,Senior Staff,Research
47021,Mang,Paludetto,40000,Senior Staff,Production
47022,Mostafa,Terlouw,40000,Staff,Sales
47026,King,Syang,71517,Staff,Marketing
47028,Chanjung,Swick,42918,Senior Engineer,Production
47033,Tiina,Gien,64069,Senior Engineer,Production
47034,Mario,Krupka,46160,Senior Staff,Human Resources
47038,Nathan,Krohn,48972,Senior Engineer,Production
47042,Bernd,Wissmann,43989,Senior Staff,Production
47045,Chikako,Koshino,56691,Senior Engineer,Production
47047,Shugo,Nourani,40000,Engineer,Development
47050,Aimee,Nyrup,40000,Staff,Research
47051,Ebbe,Srimani,50961,Senior Staff,Finance
47056,Parto,Marciano,77089,Senior Staff,Sales
47059,DAIDA,Hoppenstand,80376,Senior Engineer,Production
47061,Kinh,Servi,56823,Senior Staff,Sales
47064,Pramod,Miyakawa,52492,Senior Staff,Finance
47070,Frederique,McDermid,75942,Staff,Sales
47079,Uta,Sudbeck,43203,Senior Engineer,Development
47081,Tzu,Prochazka,40000,Engineer,Production
47084,Toshimori,Fortenbacher,44471,Senior Staff,Human Resources
47088,Oddvar,Melski,56583,Senior Staff,Human Resources
47094,Leni,Shimshoni,59515,Senior Engineer,Development
47100,Thanasis,Luff,40097,Engineer,Research
47103,Mamdouh,Lueh,48788,Senior Staff,Research
47107,Thanasis,Pews,51514,Senior Staff,Finance
47114,Iara,Haraldson,40000,Senior Engineer,Development
47115,Richara,Rijsenbrij,89283,Senior Staff,Sales
47116,Oscar,Rosar,76911,Senior Staff,Sales
47117,Munehiko,Zhiwei,47836,Senior Engineer,Production
47120,Takahiro,Casperson,60788,Senior Engineer,Development
47127,Jenwei,Curless,40000,Senior Engineer,Production
47130,Sandeepan,Benveniste,57370,Staff,Sales
47133,Syozo,Boyle,40000,Senior Engineer,Production
47137,Valter,Marchegay,92421,Senior Staff,Sales
47138,Vesna,Coorg,50854,Staff,Sales
47145,Tommaso,Plavsic,40000,Senior Engineer,Quality Management
47146,Masato,Ramaiah,60808,Senior Engineer,Production
47148,Makato,Baezner,40000,Senior Engineer,Production
47166,Chiranjit,Bade,64214,Senior Staff,Development
47168,Nahum,Pell,40000,Senior Engineer,Production
47169,Cheong,Nourani,72705,Staff,Sales
47173,Lakshmi,Velasco,45369,Senior Staff,Human Resources
47174,Bilhanan,Vecchio,59620,Senior Staff,Human Resources
47175,Aral,Comte,40000,Engineer,Development
47178,Rimon,Srimani,40000,Senior Engineer,Quality Management
47185,Premsyl,Homond,45866,Engineer,Production
47187,Niranjan,Compeau,75109,Senior Engineer,Customer Service
47193,Mikhail,Baranowski,40000,Engineer,Production
47200,Hiroyasu,Wolniewicz,40653,Staff,Customer Service
47203,Samphel,Fasbender,40000,Staff,Human Resources
47205,Valeri,Whittlesey,40569,Technique Leader,Quality Management
47207,Val,Soloway,54437,Staff,Marketing
47212,Subbu,Tanemo,40000,Senior Staff,Research
47215,Zhenbing,Swen,40000,Senior Engineer,Production
47224,Kankanahalli,Honiden,57544,Senior Engineer,Production
47225,Zhiwei,Klerer,59063,Senior Staff,Finance
47227,Jiafu,Gulla,60919,Senior Engineer,Production
47228,Shuichi,Crooks,53690,Staff,Human Resources
47236,Masako,Polupanov,50691,Staff,Marketing
47238,Munehiko,Heuter,54254,Engineer,Development
47239,Zissis,Schaad,53575,Senior Engineer,Production
47242,Bodo,Broomell,40000,Senior Engineer,Quality Management
47245,Hatim,Ouhyoung,40769,Senior Engineer,Production
47246,Teruyuki,Broder,40000,Senior Engineer,Production
47249,Jayson,Swen,40000,Senior Staff,Marketing
47251,Hideo,Uehara,40000,Engineer,Production
47255,IEEE,Nastansky,58433,Senior Staff,Marketing
47258,Kellie,Bain,64489,Senior Staff,Finance
47265,Chikako,Birke,62511,Senior Staff,Sales
47280,Maria,Rissanen,40000,Engineer,Development
47281,Vugranam,Keustermans,59922,Senior Staff,Human Resources
47282,Mihalis,Herath,40000,Senior Engineer,Development
47286,Yinlin,Kamble,108923,Senior Staff,Sales
47288,Nishit,Ratnaker,92306,Senior Staff,Sales
47293,Unal,Beidas,40000,Senior Engineer,Production
47294,Mihalis,Zallocco,63837,Staff,Sales
47299,Dmitri,Wixon,40000,Senior Engineer,Production
47306,Florian,Pelc,48305,Engineer,Production
47311,Saeko,Baik,40000,Senior Staff,Customer Service
47321,Leucio,Carrera,40000,Senior Engineer,Production
47324,Alair,Nergos,49415,Senior Engineer,Production
47330,Jenwei,Esposito,80553,Senior Staff,Customer Service
47340,Jaber,Pokrovskii,43914,Senior Engineer,Development
47342,Shichao,Stiles,64991,Senior Staff,Finance
47352,Manohar,Stavenow,65907,Senior Engineer,Quality Management
47354,Uinam,Prochazka,45409,Technique Leader,Production
47358,Tommaso,Lieberherr,59821,Senior Engineer,Production
47361,Leif,Jakobus,40000,Senior Engineer,Production
47374,Yonghong,Kaiserswerth,56376,Senior Staff,Finance
47376,Mats,Rouquie,65898,Technique Leader,Customer Service
47379,Rance,Tchuente,40103,Senior Staff,Human Resources
47383,Amabile,Melichar,79310,Senior Staff,Marketing
47397,Ymte,Wuwongse,40000,Engineer,Development
47401,Arco,Thisen,67807,Technique Leader,Quality Management
47403,Mohit,Menhoudj,75240,Staff,Marketing
47409,Kazuhira,Buchter,40000,Senior Engineer,Production
47414,Youjian,Ratnakar,49220,Senior Engineer,Development
47422,Djelloul,Luff,47195,Senior Staff,Finance
47423,Vasiliy,Thorensen,55388,Senior Engineer,Production
47428,Patricia,Zockler,47469,Engineer,Production
47434,Bouchung,Sanella,40000,Senior Engineer,Production
47436,Aria,Biran,40000,Senior Engineer,Development
47438,Dayanand,Mandell,84984,Staff,Marketing
47439,Inderjeet,Langford,48961,Senior Staff,Research
47445,Masami,Kropp,44119,Senior Engineer,Production
47446,Werner,Matzke,44330,Senior Engineer,Development
47447,Matk,Kuszyk,40000,Staff,Human Resources
47448,Falguni,Gewali,46604,Technique Leader,Development
47451,Tse,Klassen,48686,Staff,Marketing
47456,Tristan,Katzenelson,88872,Senior Staff,Sales
47457,Isaac,Conta,70870,Senior Staff,Marketing
47462,Beshir,Sooriamurthi,51389,Senior Staff,Finance
47464,Kamran,Chachaty,40000,Engineer,Development
47466,Mayuri,Biron,40000,Senior Engineer,Development
47468,Yakichi,Conia,70735,Staff,Research
47470,Toong,Deville,63386,Senior Staff,Human Resources
47471,Shuji,Holburn,53247,Technique Leader,Production
47480,Shahid,Oaver,40000,Technique Leader,Development
47488,Sumant,Delgrange,80930,Engineer,Production
47500,Sachem,Leonhardt,66574,Technique Leader,Production
47501,Morrie,Schreiter,55434,Engineer,Quality Management
47505,Tiina,Hockney,63831,Senior Staff,Sales
47516,Ronnie,Assaf,60270,Senior Staff,Marketing
47518,Yoshimitsu,Schicker,51209,Staff,Human Resources
47523,Marin,Cooke,60729,Staff,Finance
47531,Sverrir,Kropatsch,45351,Engineer,Quality Management
47546,Phuoc,Fairtlough,55280,Senior Staff,Sales
47548,Isaac,Fortenbacher,40000,Technique Leader,Research
47553,Falguni,Zallocco,68388,Engineer,Development
47557,Vishwani,Leslie,56417,Engineer,Development
47567,Marc,Pouyioutas,40000,Senior Staff,Research
47568,Jaewoo,Lagarias,47948,Senior Engineer,Quality Management
47575,Shalesh,Osgood,52278,Senior Staff,Marketing
47581,Jagoda,Copas,41986,Senior Staff,Marketing
47586,Goncalo,Rothe,40000,Senior Engineer,Production
47592,Toshimi,Usdin,46005,Senior Engineer,Production
47593,Christfried,Awdeh,40000,Senior Staff,Sales
47597,Yurii,Muntz,70213,Senior Staff,Marketing
47604,Mostafa,Flowers,56367,Senior Engineer,Production
47606,Howell,Versino,42459,Senior Engineer,Quality Management
47607,Roded,Kilgour,40000,Engineer,Development
47609,Nikolaos,Massonet,42158,Senior Engineer,Production
47611,Eldridge,Fandrianto,65917,Senior Engineer,Production
47616,Shichao,Kulisch,40000,Staff,Human Resources
47617,Jolita,Schwartzbauer,43618,Engineer,Development
47622,Zijian,Chandrasekhar,45172,Senior Engineer,Development
47625,Chinhyun,Chappelet,43747,Senior Engineer,Production
47626,Wilmer,Bouloucos,63121,Senior Engineer,Development
47627,Alejandra,Harbusch,64005,Senior Staff,Marketing
47630,Tooru,Walstra,40000,Senior Engineer,Production
47631,Piyush,Peyn,40000,Senior Staff,Customer Service
47634,Richard,Gihr,69235,Senior Staff,Customer Service
47635,Sasan,Sommen,61457,Staff,Sales
47637,Sariel,Schlegelmilch,87895,Senior Staff,Finance
47640,Persi,Barreiro,81013,Engineer,Development
47644,Rajmohan,Zlotek,40000,Senior Staff,Customer Service
47650,Giri,Lindqvist,40000,Staff,Human Resources
47651,Shigeu,Haraldson,40000,Senior Engineer,Production
47655,Edwin,Munos,48957,Staff,Human Resources
47661,Godehard,Pocchiola,40000,Senior Engineer,Development
47665,Ger,Hennings,50598,Senior Staff,Human Resources
47669,Yuqun,Broomell,46085,Senior Engineer,Production
47670,Marek,Unni,40000,Engineer,Production
47683,Jenwei,Lund,63004,Staff,Sales
47690,Khue,Mayerwieser,40000,Senior Staff,Customer Service
47692,Xuejia,Farrag,66327,Senior Engineer,Production
47706,Khun,Kobara,40000,Technique Leader,Development
47710,Hsiangchu,Rebaine,41424,Assistant Engineer,Production
47713,Dante,Ghazalie,40000,Staff,Customer Service
47715,Lalit,Jervis,40000,Senior Engineer,Development
47716,Bojan,Cesareni,61646,Senior Engineer,Development
47720,Renny,Eugenio,80857,Senior Staff,Sales
47723,Jianhui,Picco,57905,Engineer,Production
47726,Huei,Bahr,70626,Senior Staff,Marketing
47729,Xiaoqiang,Keustermans,59567,Staff,Human Resources
47735,Atilio,Krichel,65568,Senior Staff,Marketing
47737,Kensei,Speek,84820,Senior Engineer,Development
47739,Moon,Piveteau,57664,Engineer,Production
47740,Tamiya,Linares,79333,Staff,Sales
47746,Elzbieta,Budinsky,59664,Senior Staff,Sales
47757,Katsuyuki,Mansanne,40000,Senior Engineer,Production
47763,Yagil,Basart,62616,Staff,Sales
47764,Nadjib,Demri,49053,Senior Staff,Sales
47765,Mayumi,Sevcikova,72944,Senior Staff,Finance
47766,Gunilla,Simmel,55261,Senior Staff,Human Resources
47770,Conrado,Sridhar,73885,Senior Staff,Sales
47772,Eishiro,Falco,40670,Senior Staff,Marketing
47774,Venkatesan,Bael,52906,Senior Engineer,Production
47775,Florian,Kobuchi,77206,Senior Staff,Sales
47776,Richard,Bojadziev,68721,Senior Staff,Marketing
47777,Arunachalam,Zaumen,40010,Senior Engineer,Production
47778,Lucien,Benzaken,62155,Staff,Sales
47779,Bedrich,Cooman,52369,Senior Engineer,Quality Management
47785,Eldridge,Blokdijk,40000,Senior Engineer,Production
47790,Uma,Bisiani,50958,Technique Leader,Production
47791,Leucio,Frijda,45843,Senior Staff,Customer Service
47793,Olivera,Broomell,43981,Senior Engineer,Development
47796,Jungsoon,Bottner,48967,Staff,Sales
47798,Mohammad,Zhang,40000,Engineer,Production
47804,Tadahiko,Erie,43235,Senior Staff,Research
47809,Shigehito,Maccarone,59318,Senior Engineer,Quality Management
47812,Jeane,Basart,59484,Senior Engineer,Development
47814,Boguslaw,Polajnar,67717,Senior Staff,Marketing
47816,Raimond,Serre,56093,Technique Leader,Research
47818,Yakkov,Setiz,45779,Engineer,Production
47821,Raimond,Mitina,45083,Senior Engineer,Development
47822,Roddy,Standera,50785,Engineer,Production
47824,Rance,Swen,47038,Senior Engineer,Development
47825,Yakichi,Chelton,70260,Senior Staff,Sales
47829,Nahid,Vanwelkenhuysen,69841,Senior Engineer,Quality Management
47830,Eben,Erni,60072,Senior Engineer,Production
47832,Chriss,Zaccaria,66127,Senior Engineer,Production
47840,Sugwoo,Syrotiuk,83453,Senior Staff,Sales
47841,Aria,Benveniste,40000,Staff,Research
47846,Hongzue,Bazzichi,60982,Senior Engineer,Development
47847,Renny,Rusmann,58431,Senior Staff,Research
47849,Gao,Munke,40000,Assistant Engineer,Development
47859,Elzbieta,Peres,40000,Senior Staff,Finance
47862,Yefim,Kroll,40000,Engineer,Production
47866,Khaled,Gimarc,54856,Staff,Finance
47872,Toshimo,Attimonelli,40000,Senior Staff,Customer Service
47873,Divier,Kropf,47478,Senior Staff,Production
47876,Shigeaki,Orlowska,65338,Senior Staff,Sales
47878,Rasiah,Underwood,55975,Staff,Sales
47882,Zsolt,Solovay,40000,Senior Staff,Research
47894,Jaideep,Horswill,40000,Senior Engineer,Production
47899,Arra,Baig,65669,Staff,Sales
47905,Subhada,Vieth,40000,Engineer,Production
47906,Uma,Pulkowski,40000,Staff,Human Resources
47920,Zissis,Camurati,59160,Senior Engineer,Production
47925,Angel,Kamble,74828,Senior Staff,Sales
47928,Zhensheng,Zweizig,47249,Senior Engineer,Development
47929,Vitaly,Sifakis,42930,Engineer,Development
47930,Apostol,Coors,40000,Senior Engineer,Development
47932,King,Ruther,56422,Senior Staff,Research
